Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
net.sourceforge.squirrel_sql.fw.id.UidIdentifierFactory,2,2,4,4.910129835350589,0,4,0.0,0,0.0,8,1,1,1,1,1,0.0,0,2,0,0,79,0,1,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.preferences.BaseQueryTokenizerPreferenceBean,23,14,4,11.5,0,15,0.0666666666666666,0,0.2494438257849294,2,1,2,1,1,1,0.0,0,2,0,0,79,0,1,0,1,3,0,0,0,0,1,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.8125202702702704
net.sourceforge.squirrel_sql.fw.resources.LibraryResources,23,1,5,0.0,0,32,0.0,0,0.0,1,1,1,1,1,1,0.0,0,1,0,0,79,0,1,0,2,1,0,0,0,0,0,0,0,31,1,1,31,1,0,1,3,31,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.sql.DataTypeInfo,45,17,3,107.73550230370978,18,3,0.2222222222222222,17,0.9162456945817024,56,2,5,1,1,1,5.9005361223038255,0,21,0,0,79,47,3,0,2,1,0,0,0,1,0,1,0,30,1,1,30,1,0,1,4,30,0,0,1,0.7357967903071525
net.sourceforge.squirrel_sql.fw.sql.DatabaseObjectInfo,136,12,4,107.73550230370978,18,3,1.0,5,4397.925886001882,56,2,19202,1,1,1,1.431637795274875,0,21,0,0,79,47,1,0,1,3,0,11,0,0,2,0,11,12,1,3,12,1,4,3,27,12,0,0,1,0.5836250000000001
net.sourceforge.squirrel_sql.fw.sql.DatabaseObjectInfoBeanInfo,19,2,4,107.73550230370978,0,3,0.0,0,0.5,56,2,2,3,1,1,0.0,0,21,0,0,79,47,1,1,1,1,0,2,0,0,0,0,2,21,1,1,21,1,0,1,2,21,0,0,1,0.8889999999999999
net.sourceforge.squirrel_sql.fw.sql.DatabaseObjectSimpleNameInfoComparator,2,1,4,107.73550230370978,2,3,0.0,2,0.0,56,2,1,1,1,1,0.0,0,21,2,2,79,47,0,1,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,0,12,0,0,1,0.4389759999999999
net.sourceforge.squirrel_sql.fw.sql.DatabaseObjectType,47,7,4,107.73550230370978,9,3,0.0,3,0.3,56,2,2,1,1,1,0.957427107756338,4,21,0,0,79,47,0,31,1,3,4,0,4,0,0,0,0,12,1,3,12,1,3,3,56,12,4,0,1,0.4906666666666666
net.sourceforge.squirrel_sql.fw.sql.ForeignKeyInfo,29,15,3,107.73550230370978,15,3,0.0,15,0.0,56,2,1,1,1,1,0.0,0,21,15,0,79,47,1,0,2,1,0,0,0,1,0,1,0,30,1,1,30,1,0,1,10,30,0,0,1,0.7588744818790518
net.sourceforge.squirrel_sql.fw.sql.ForeignKeyInfoBeanInfo,16,2,4,107.73550230370978,0,3,0.0,0,1.0,56,2,3,4,1,1,0.0,0,21,0,0,79,47,2,1,2,2,0,0,0,0,0,0,0,23,1,2,23,1,0,2,0,23,0,0,1,0.8460000000000001
net.sourceforge.squirrel_sql.fw.sql.IndexInfo,37,21,3,107.73550230370978,14,3,0.0,14,0.0,56,2,1,1,1,1,7.0,0,21,0,0,79,47,1,0,2,1,0,0,0,0,0,0,0,30,1,1,30,1,0,1,3,30,0,0,1,0.8531489361702127
net.sourceforge.squirrel_sql.fw.sql.JDBCTypeMapper,103,10,4,107.73550230370978,4,3,2.9,1,1.743559577416269,56,2,6,2,1,1,0.0,10,21,1,0,79,47,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,16,12,1,0,1,0.5922989006570412
net.sourceforge.squirrel_sql.fw.sql.MetaDataDecoratorDataSet,37,3,7,107.73550230370978,4,3,1.3333333333333333,3,0.8164965809277259,56,2,4,1,1,1,1.0,0,21,1,1,79,47,4,1,2,1,2,0,2,0,0,0,0,22,1,1,22,1,0,1,2,22,2,1,1,0.3998702422145328
net.sourceforge.squirrel_sql.fw.sql.MetaDataListDataSet,27,5,4,107.73550230370978,3,3,0.2857142857142857,1,0.6998542122237652,56,2,3,1,1,1,0.4330127018922193,0,21,0,0,79,47,1,2,1,2,2,0,2,0,0,0,0,12,1,2,12,1,2,2,1,12,2,0,1,0.992
net.sourceforge.squirrel_sql.fw.sql.PrimaryKeyInfo,16,8,3,107.73550230370978,7,3,0.1111111111111111,7,0.3142696805273545,56,2,2,1,1,1,3.5,0,21,0,0,79,47,2,0,2,1,0,0,0,1,0,1,0,30,1,1,30,1,0,1,5,30,0,0,1,0.7073009708737865
net.sourceforge.squirrel_sql.fw.sql.ProcedureInfo,27,5,4,107.73550230370978,7,3,1.6,6,1.2649110640673518,56,2,4,1,1,1,2.5,0,21,1,0,79,47,2,1,2,2,1,0,1,0,0,0,0,30,1,2,30,1,0,2,4,30,1,0,1,0.2444444444444444
net.sourceforge.squirrel_sql.fw.sql.ProgressCallBackAdaptor,1,6,3,107.73550230370978,1,3,0.0,1,0.0,56,2,1,1,1,1,0.4714045207910317,0,21,0,0,79,47,0,0,1,2,0,3,0,0,0,0,3,12,1,2,12,1,0,2,3,12,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.sql.QueryTokenizer,159,16,1,107.73550230370978,6,3,1.45,3,179.29247056137075,56,2,802,1,1,1,0.9682458365518544,1,21,0,0,79,47,0,1,1,2,2,0,2,0,3,0,0,12,1,2,12,1,1,2,2,12,2,0,1,0.4975348837209303
net.sourceforge.squirrel_sql.fw.sql.ResultSetColumnReader,96,11,4,107.73550230370978,1,3,1.0,1,2.3879864611934,56,2,7,1,1,1,0.4714045207910317,0,21,0,0,79,47,1,2,1,1,2,0,2,0,0,0,0,12,1,1,12,1,0,1,1,12,2,0,1,0.031
net.sourceforge.squirrel_sql.fw.sql.ResultSetReader,244,7,3,107.73550230370978,17,3,7.666666666666668,3,6.584915421712804,56,2,24,1,1,1,0.7473912964438374,0,21,0,0,79,47,1,2,1,1,2,0,2,0,0,0,0,12,1,1,12,1,11,1,2,12,2,0,1,0.0346666666666666
net.sourceforge.squirrel_sql.fw.sql.SQLConnection,121,23,4,107.73550230370978,7,3,0.4,3,1.5849991237291654,56,2,9,1,1,1,0.8999999999999999,0,21,0,0,79,47,1,2,1,2,2,0,2,0,1,0,0,12,1,2,12,1,6,2,6,12,2,0,1,0.6592598684210526
net.sourceforge.squirrel_sql.fw.sql.SQLConnectionState,57,6,4,107.73550230370978,6,3,1.0,3,36.93086634360056,56,2,96,1,1,1,1.118033988749895,0,21,0,0,79,47,1,2,1,1,2,0,2,0,0,0,0,12,1,1,12,1,0,1,1,12,2,0,1,0.5572662233818702
net.sourceforge.squirrel_sql.fw.sql.SQLDatabaseMetaData,759,69,3,107.73550230370978,6,3,0.9240506329113924,1,627.0733429252648,56,2,5612,1,1,1,0.4517539514526257,1,21,0,0,79,47,1,1,1,2,3,0,3,1,0,1,0,12,1,2,12,1,9,2,61,12,3,0,1,0.2977094017094017
net.sourceforge.squirrel_sql.fw.sql.SQLDriver,116,31,3,107.73550230370978,6,3,0.0303030303030303,1,1.0917505172516255,56,2,4,1,1,1,0.4979295977319692,0,21,0,0,79,47,1,2,1,4,2,0,2,0,0,0,0,12,1,4,12,1,2,4,2,12,2,0,1,0.8923823246878002
net.sourceforge.squirrel_sql.fw.sql.SQLDriverBeanInfo,22,1,29,107.73550230370978,0,3,1.0,0,0.0,56,2,2,0,0,0,0.0,0,21,0,0,79,47,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.9486666666666668
net.sourceforge.squirrel_sql.fw.sql.SQLDriverClassLoader,30,4,4,107.73550230370978,5,3,0.0,2,6.64529909033446,56,2,18,1,1,1,0.4330127018922193,1,21,1,1,79,47,3,1,2,1,1,0,1,0,0,0,0,118,1,1,118,1,1,1,2,118,1,0,1,0.4392727272727272
net.sourceforge.squirrel_sql.fw.sql.SQLDriverManager,82,6,7,107.73550230370978,2,3,0.0,1,11.412712210513329,56,2,32,1,1,1,0.0,0,21,1,1,79,47,0,2,1,1,3,0,3,0,0,0,0,12,1,1,12,1,0,1,6,12,3,0,1,0.3111512276785714
net.sourceforge.squirrel_sql.fw.sql.SQLDriverProperty,35,12,4,107.73550230370978,3,3,0.0833333333333333,2,0.6454972243679028,56,2,3,1,1,1,0.7999999999999999,0,21,0,0,79,47,4,1,1,3,0,0,0,0,0,0,0,12,1,3,12,1,0,3,4,12,0,0,1,0.7486527777777778
net.sourceforge.squirrel_sql.fw.sql.SQLDriverPropertyBeanInfo,9,1,16,107.73550230370978,0,3,1.0,0,0.0,56,2,2,0,0,0,0.0,0,21,0,0,79,47,0,0,1,2,0,0,0,0,0,0,0,21,1,2,21,1,0,2,0,21,0,1,1,0.9166666666666669
net.sourceforge.squirrel_sql.fw.sql.SQLDriverPropertyCollection,40,11,4,107.73550230370978,4,3,0.0,1,1.5850541612875175,56,2,6,1,1,1,0.4948716593053935,0,21,0,0,79,47,1,1,1,2,2,0,2,0,0,0,0,12,1,2,12,1,0,2,15,12,2,0,1,0.7777157622739017
net.sourceforge.squirrel_sql.fw.sql.SQLDriverPropertyCollectionBeanInfo,9,1,16,107.73550230370978,0,3,1.0,0,0.0,56,2,2,0,0,0,0.0,0,21,0,0,79,47,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.9046666666666664
net.sourceforge.squirrel_sql.fw.sql.SQLUtilities,141,11,4,107.73550230370978,6,3,0.9166666666666666,2,114.3229769362028,56,2,418,1,1,1,0.4,12,21,1,1,79,47,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,23,12,1,0,1,0.2751998811534372
net.sourceforge.squirrel_sql.fw.sql.TableColumnInfo,42,15,3,107.73550230370978,31,3,0.0,16,0.0,56,2,1,1,1,1,7.758060324591451,0,21,0,0,79,47,2,0,2,1,0,0,0,0,0,0,0,30,1,1,30,1,0,1,45,30,0,0,1,0.7891654454251857
net.sourceforge.squirrel_sql.fw.sql.TableInfo,38,10,3,107.73550230370978,8,3,0.4166666666666667,6,0.8498365855987975,56,2,3,1,1,1,2.345207879911715,1,21,0,0,79,47,6,0,2,2,0,0,0,1,0,1,0,30,1,2,30,1,1,2,8,30,0,0,1,0.416875
net.sourceforge.squirrel_sql.fw.sql.TableInfoDataSet,46,7,4,107.73550230370978,3,3,0.2222222222222222,1,0.6849348892187752,56,2,3,1,1,1,0.4898979485566357,0,21,0,0,79,47,1,2,1,2,2,0,2,0,0,0,0,12,1,2,12,1,2,2,0,12,2,0,1,0.8083333333333333
net.sourceforge.squirrel_sql.fw.sql.TableQualifier,11,4,4,107.73550230370978,1,3,0.0,1,1.299038105676658,56,2,4,3,1,1,0.0,0,21,1,0,79,47,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.4323512854194032
net.sourceforge.squirrel_sql.fw.sql.TokenizerSessPropsInteractions,9,6,4,107.73550230370978,0,3,0.0,0,0.0,56,2,1,1,1,1,0.0,0,21,0,0,79,47,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,4,12,0,0,1,0.5901639344262295
net.sourceforge.squirrel_sql.fw.sql.UDTInfo,20,4,4,107.73550230370978,8,3,0.6,7,1.2,56,2,4,1,1,1,3.0,0,21,1,0,79,47,2,0,2,2,0,0,0,1,0,1,0,30,1,2,30,1,0,2,1,30,0,0,1,0.2346649187452759
net.sourceforge.squirrel_sql.fw.sql.WrappedSQLException,6,2,4,107.73550230370978,2,3,0.0,1,0.4714045207910317,56,2,2,1,1,1,0.0,1,21,1,0,79,47,1,1,2,1,0,0,0,0,0,0,0,53,1,1,53,1,1,1,1,53,0,0,1,0.8
net.sourceforge.squirrel_sql.fw.sql.dbobj.adapter.AdapterFactory,9,2,4,11.08552609887726,1,25,0.0,1,1.4142135623730951,3,1,4,1,1,1,0.5,1,3,0,0,79,1,1,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,1,12,1,0,1,0.6506400000000001
net.sourceforge.squirrel_sql.fw.sql.dbobj.adapter.BestRowIdentifierAdapter,36,8,4,11.08552609887726,1,25,1.5,1,1.2686114456365274,3,1,4,1,1,1,0.0,0,3,1,0,79,1,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,2,12,1,0,1,0.6848989298454222
net.sourceforge.squirrel_sql.fw.sql.dbobj.adapter.BestRowIdentifierAdapterBeanInfo,25,2,4,11.08552609887726,0,25,0.0,0,0.5,3,1,2,4,1,1,0.0,0,3,0,0,79,1,1,2,2,2,1,0,1,0,0,0,0,23,1,2,23,1,0,2,0,23,1,0,1,0.8889999999999999
net.sourceforge.squirrel_sql.fw.util.BareBonesBrowserLaunch,24,2,3,39.17514354096966,2,3,2.0,1,4.0,46,1,9,1,1,1,0.0,2,11,1,1,79,30,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5556666666666666
net.sourceforge.squirrel_sql.fw.util.BaseException,26,8,4,39.17514354096966,4,3,0.4444444444444444,1,0.6666666666666666,46,1,3,1,1,1,0.4948716593053935,1,11,0,0,79,30,6,0,1,1,0,6,0,0,0,0,6,44,1,1,44,1,1,1,20,44,0,0,1,0.471625
net.sourceforge.squirrel_sql.fw.util.BaseRuntimeException,26,8,4,39.17514354096966,4,3,0.4444444444444444,1,0.6666666666666666,46,1,3,1,1,1,0.4948716593053935,1,11,0,0,79,30,6,0,1,1,0,0,0,0,0,0,0,49,1,1,49,1,1,1,2,49,0,0,1,0.7126436781609194
net.sourceforge.squirrel_sql.fw.util.DefaultExceptionFormatter,78,4,3,39.17514354096966,5,3,0.75,2,15.097599146884251,46,1,48,1,1,1,0.4330127018922193,0,11,1,1,79,30,0,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,4,2,2,12,1,0,1,0.6051136349978967
net.sourceforge.squirrel_sql.fw.util.DuplicateObjectException,5,2,4,39.17514354096966,2,3,0.0,1,0.0,46,1,1,1,1,1,0.0,1,11,1,0,79,30,1,1,2,1,1,0,1,0,0,0,0,53,1,1,53,1,1,1,6,53,1,0,1,1.0
net.sourceforge.squirrel_sql.fw.util.EmptyEnumeration,2,2,4,39.17514354096966,0,3,0.0,0,0.0,46,1,1,1,1,1,0.0,0,11,0,0,79,30,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.util.EmptyIterator,3,3,4,39.17514354096966,0,3,0.0,0,0.0,46,1,1,1,1,1,0.0,0,11,0,0,79,30,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.util.EnumerationIterator,5,4,4,39.17514354096966,1,3,0.0,1,0.0,46,1,1,1,1,1,0.4330127018922193,0,11,0,0,79,30,1,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,4,12,0,0,1,0.6153846153846154
net.sourceforge.squirrel_sql.fw.util.ExtensionFilter,20,4,4,39.17514354096966,3,3,1.0,2,1.299038105676658,46,1,4,1,1,1,0.8164965809277259,0,11,0,0,79,30,0,0,1,1,0,0,0,0,0,0,0,14,1,1,14,1,0,1,0,14,0,0,1,0.5668055555555556
net.sourceforge.squirrel_sql.fw.util.FileExtensionFilter,19,4,3,39.17514354096966,6,3,0.8,2,0.8944271909999159,46,1,3,1,1,1,0.5,0,11,1,0,79,30,1,0,1,3,0,0,0,0,0,0,0,14,1,3,14,1,1,3,7,14,0,0,1,0.6022089552238805
net.sourceforge.squirrel_sql.fw.util.FileWrapperFactoryImpl,8,8,4,39.17514354096966,13,3,0.0,3,0.0,46,1,1,1,1,1,0.6959705453537527,0,11,1,1,79,30,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,9,12,0,0,1,0.5845002314796744
net.sourceforge.squirrel_sql.fw.util.FileWrapperImpl,83,52,3,39.17514354096966,25,3,0.2363636363636364,3,0.8674080321364771,46,1,7,1,1,1,0.8316551148834285,5,11,0,0,79,30,0,1,1,4,0,0,0,0,0,0,0,12,1,4,12,1,3,4,2,12,0,0,1,0.8920829629629627
net.sourceforge.squirrel_sql.fw.util.IOUtilitiesImpl,149,16,4,39.17514354096966,22,3,0.7058823529411765,3,3.496909164165141,46,1,17,1,1,1,0.7993052538854533,0,11,1,1,79,30,0,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,1,2,5,12,1,0,1,0.5141433337218111
net.sourceforge.squirrel_sql.fw.util.ListMessageHandler,16,11,4,39.17514354096966,7,3,0.0,2,0.0,46,1,1,1,1,1,0.6871842709362768,0,11,0,0,79,30,1,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,1,12,1,0,1,1.0
net.sourceforge.squirrel_sql.fw.util.LocaleUtils,11,2,8,39.17514354096966,0,3,0.0,0,0.5,46,1,2,0,0,0,0.0,2,11,0,0,79,30,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.9776666666666668
net.sourceforge.squirrel_sql.fw.util.MyURLClassLoader,65,6,3,39.17514354096966,8,3,0.5454545454545454,1,13.066897170058873,46,1,47,1,1,1,0.3142696805273545,0,11,0,0,79,30,2,1,1,1,3,1,3,0,2,0,1,107,1,1,107,1,3,1,2,107,3,0,1,0.5340952380952382
net.sourceforge.squirrel_sql.fw.util.NullMessageHandler,3,6,3,39.17514354096966,7,3,0.0,2,0.0,46,1,1,1,1,1,0.6871842709362768,1,11,0,0,79,30,1,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,1,2,4,12,1,0,1,0.9166666666666669
net.sourceforge.squirrel_sql.fw.util.ObjectCache,51,8,4,39.17514354096966,7,3,0.1111111111111111,2,0.955813918560292,46,1,4,1,1,1,0.8,0,11,0,0,79,30,2,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,1,2,3,12,1,0,1,0.6938461538461539
net.sourceforge.squirrel_sql.fw.util.PropertyChangeReporter,27,7,4,39.17514354096966,12,3,0.0,3,0.4841229182759271,46,1,2,1,1,1,1.0,0,11,1,0,79,30,1,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,1,2,6,12,0,0,1,0.6323529411764706
net.sourceforge.squirrel_sql.fw.util.ProxyHandler,42,3,4,39.17514354096966,6,3,1.0,3,8.093207028119322,46,1,20,1,1,1,1.118033988749895,0,11,0,0,79,30,2,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,1,12,1,0,1,0.4097777777777778
net.sourceforge.squirrel_sql.fw.util.ProxySettings,23,19,4,39.17514354096966,0,3,0.0526315789473684,0,0.2232968782694361,46,1,2,1,1,1,0.0,0,11,0,0,79,30,1,1,1,4,0,0,0,0,0,0,0,12,1,4,12,1,0,4,2,12,0,0,1,0.8205376344086022
net.sourceforge.squirrel_sql.fw.util.Resources,153,12,4,39.17514354096966,14,3,0.7368421052631579,2,28.068179753618523,46,1,128,1,1,1,0.4330127018922193,0,11,1,0,79,30,1,1,1,2,1,3,1,0,2,0,3,12,1,2,12,1,5,2,51,12,1,0,1,0.2440645161290323
net.sourceforge.squirrel_sql.fw.util.StringManagerFactory,13,1,9,39.17514354096966,0,3,0.0,0,1.0,46,1,4,0,0,0,0.0,2,11,0,1,79,30,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,1,1,270,12,1,0,1,0.6965333333333334
net.sourceforge.squirrel_sql.fw.util.StringUtilities,104,12,3,39.17514354096966,15,3,1.3333333333333333,3,1.6499158227686108,46,1,6,1,1,1,0.6666666666666666,12,11,1,0,79,30,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,15,12,0,0,1,0.6856845824449547
net.sourceforge.squirrel_sql.fw.util.SystemProperties,4,3,4,39.17514354096966,0,3,0.0,0,0.0,46,1,1,1,1,1,0.0,3,11,0,0,79,30,1,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,0,1,0.8666666666666667
net.sourceforge.squirrel_sql.fw.util.TaskExecuter,23,1,10,39.17514354096966,1,3,2.0,1,5.5,46,1,13,1,1,1,0.5,0,11,0,0,79,30,1,0,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,1,12,0,0,1,0.0846666666666666
net.sourceforge.squirrel_sql.fw.util.TaskThreadPool,42,3,4,39.17514354096966,5,3,0.25,2,2.165063509461097,46,1,6,1,1,1,0.4714045207910317,0,11,1,1,79,30,0,2,1,1,3,0,3,0,0,0,0,12,1,1,12,1,1,1,24,12,3,0,1,0.5569999999999999
net.sourceforge.squirrel_sql.fw.util.ThreadSafeDateFormat,9,6,3,39.17514354096966,7,3,0.1666666666666666,2,0.3726779962499649,46,1,2,1,1,1,0.4898979485566356,0,11,1,1,79,30,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,6,12,0,0,1,0.6031746031746031
net.sourceforge.squirrel_sql.fw.util.Utilities,126,20,3,39.17514354096966,24,3,0.5238095238095238,3,1.5922146187905226,46,1,6,1,1,1,0.7453559924999299,20,11,0,0,79,30,1,5,1,1,2,0,2,0,0,0,0,12,1,1,12,1,1,1,38,12,2,0,1,0.7448918609967994
net.sourceforge.squirrel_sql.fw.util.beanwrapper.DimensionWrapper,13,8,4,4.7,1,19,0.0,1,0.3307189138830738,10,1,2,1,1,1,0.4714045207910317,0,2,0,0,79,0,1,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.6875
net.sourceforge.squirrel_sql.fw.util.beanwrapper.DimensionWrapperBeanInfo,11,1,18,4.7,0,19,1.0,0,0.0,10,1,2,0,0,0,0.0,0,2,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.9046666666666664
net.sourceforge.squirrel_sql.fw.util.beanwrapper.PointWrapper,13,8,4,4.7,1,19,0.0,1,0.3307189138830738,10,1,2,1,1,1,0.4714045207910317,0,2,0,0,79,0,1,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.691358024691358
net.sourceforge.squirrel_sql.fw.util.beanwrapper.PointWrapperBeanInfo,17,1,21,4.7,0,19,1.0,0,0.0,10,1,2,0,0,0,0.0,0,2,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.9046666666666664
net.sourceforge.squirrel_sql.fw.util.beanwrapper.RectangleWrapper,22,12,4,4.7,1,19,0.0,1,0.2763853991962833,10,1,2,1,1,1,0.4714045207910317,0,2,0,0,79,0,1,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,4,12,0,0,1,0.788135593220339
net.sourceforge.squirrel_sql.fw.util.beanwrapper.RectangleWrapperBeanInfo,15,1,22,4.7,0,19,1.0,0,0.0,10,1,2,0,0,0,0.0,0,2,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.9260000000000002
net.sourceforge.squirrel_sql.fw.util.beanwrapper.StringWrapperBeanInfo,8,1,15,4.7,0,19,1.0,0,0.0,10,1,2,0,0,0,0.0,0,2,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.8889999999999999
net.sourceforge.squirrel_sql.fw.util.beanwrapper.URLWrapper,8,6,3,4.7,1,19,0.0,1,0.0,10,1,1,1,1,1,0.4714045207910317,0,2,0,0,79,0,1,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.609375
net.sourceforge.squirrel_sql.fw.util.beanwrapper.URLWrapperBeanInfo,8,1,15,4.7,0,19,1.0,0,0.0,10,1,2,0,0,0,0.0,0,2,0,0,79,0,0,0,1,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,1,1,0.8889999999999999
net.sourceforge.squirrel_sql.fw.util.log.Log4jLogger,21,11,4,15.125326780075913,14,7,0.0,2,0.0,7,1,1,1,1,1,0.7496555682941201,0,3,0,0,79,0,0,0,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,1,12,0,0,1,0.7252747252747253
net.sourceforge.squirrel_sql.fw.util.log.Log4jLoggerFactory,45,6,3,15.125326780075913,4,7,0.0,1,0.3726779962499649,7,1,2,1,1,1,0.4714045207910317,0,3,0,0,79,0,0,0,1,2,1,1,1,0,0,0,1,12,1,2,12,1,0,2,3,12,1,0,1,0.1420895522388059
net.sourceforge.squirrel_sql.fw.util.log.SystemOutToLog,16,2,4,15.125326780075913,2,7,1.0,1,1.0,7,1,3,1,1,1,0.0,0,3,1,1,79,0,0,1,1,1,2,0,2,0,0,0,0,17,1,1,17,1,0,1,1,17,2,0,1,0.6206133333333332
net.sourceforge.squirrel_sql.fw.xml.XMLBeanReader,163,10,4,58.41066302958353,20,4,1.6470588235294117,3,6.229742256411165,6,2,26,1,1,1,0.75,0,25,0,0,79,10,1,1,1,2,2,0,2,0,0,0,0,12,1,2,12,1,7,2,7,12,2,0,1,0.1344879518072289
net.sourceforge.squirrel_sql.fw.xml.XMLBeanWriter,77,8,4,58.41066302958353,12,4,0.6363636363636364,3,4.329411236287512,6,2,15,1,1,1,0.7483314773547883,0,25,0,0,79,10,1,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,3,1,9,12,0,0,1,0.5700355584209481
net.sourceforge.squirrel_sql.fw.xml.XMLException,2,2,4,58.41066302958353,2,4,0.0,1,0.0,6,2,1,1,1,1,0.0,0,25,1,1,79,10,2,0,2,1,0,0,0,0,0,0,0,53,1,1,53,1,0,1,7,53,0,0,1,1.0
net.sourceforge.squirrel_sql.fw.xml.XMLObjectCache,41,14,4,58.41066302958353,17,4,0.0714285714285714,3,1.6115020246683538,6,2,7,1,1,1,0.7820295697311479,0,25,0,0,79,10,1,1,1,2,2,0,2,0,0,0,0,12,1,2,12,1,0,2,1,12,2,0,1,0.492970974405658
net.sourceforge.squirrel_sql.plugins.dbcopy.ColTypeMapper,93,2,13,126.63194699600884,5,6,1.0,5,777.9808802277855,10,2,1800,9,1,1,0.0,4,18,5,2,79,37,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,2,1,1,12,1,0,1,0.2114038168474836
net.sourceforge.squirrel_sql.plugins.dbcopy.CopyExecutor,398,6,3,126.63194699600884,34,6,1.7741935483870968,4,63.17318415807561,10,2,357,1,1,1,1.1271202242884295,0,18,0,0,79,37,0,2,2,1,3,0,3,0,0,0,0,15,1,1,15,1,25,1,4,15,3,0,1,0.0466666666666666
